text,label,region,product,created_at,tweet_id,user_id,user_screen_name,lang,retweet_count,favorite_count,reply_count,quote_count,hashtags,mentions,urls,is_retweet,in_reply_to_status_id,geo,source
Fantastic performance the Phone #Deal,1,UK,Phone,2024-11-26 21:07:34,,,,,,,,,,,,,,,
Regret buying the Smartwatch #Sale 😞,0,USA,Smartwatch,2024-07-21 13:23:23,,,,,,,,,,,,,,,
So happy with the Watches #NewLaunch 😊,1,India,Watches,2025-05-10 00:32:23,,,,,,,,,,,,,,,
Really excited to purchase the latest Headphones 🔥 @Nike,1,Australia,Headphones,2025-07-30 13:18:39,,,,,,,,,,,,,,,
Late delivery ruined the Tablet @Samsung 😡,0,USA,Tablet,2025-09-09 13:48:05,,,,,,,,,,,,,,,
I don’t think I’ll buy the Smartwatch anytime soon #Sale @BestBuy,0,Canada,Smartwatch,2025-07-22 16:58:32,,,,,,,,,,,,,,,
Not satisfied with the Bike — Quality is bad #Unboxing 👎,0,UK,Bike,2024-04-09 13:52:59,,,,,,,,,,,,,,,
Amazing quality the Laptop @HP #NewLaunch,1,India,Laptop,2025-01-21 19:53:47,,,,,,,,,,,,,,,
So happy with the Smartwatch @Samsung #Unboxing,1,USA,Smartwatch,2024-09-01 00:48:42,,,,,,,,,,,,,,,
Fast delivery for the Smartwatch @Fitbit #Unboxing 😍,1,USA,Smartwatch,2025-08-13 10:01:44,,,,,,,,,,,,,,,
Five stars for the Books #BookTok #Deal 😍,1,USA,Books,2024-09-14 06:45:12,,,,,,,,,,,,,,,
Would not recommend the Smartwatch @Fitbit — Quality is bad #Shopping 😡,0,USA,Smartwatch,2024-07-06 10:53:58,,,,,,,,,,,,,,,
"Can't resist, the iPhone deal is too good 💻 @Apple",1,Canada,iPhone,2025-06-17 04:23:54,,,,,,,,,,,,,,,
Fast delivery for the Laptop @HP #Unboxing 😊,1,India,Laptop,2025-11-06 21:42:15,,,,,,,,,,,,,,,
So happy with the Furniture @Ikea #Review 😍,1,Canada,Furniture,2025-07-24 11:42:25,,,,,,,,,,,,,,,
Would not recommend the Printer @HP — Disappointed #Review ☹️,0,India,Printer,2024-06-11 12:28:15,,,,,,,,,,,,,,,
One star for the Jacket #Unboxing 😞,0,USA,Jacket,2025-11-09 02:40:50,,,,,,,,,,,,,,,
Five stars for the Laptop @Apple #NewLaunch,1,UK,Laptop,2025-08-31 17:41:19,,,,,,,,,,,,,,,
Loved this the Smartwatch @Apple #NewLaunch 😍,1,Canada,Smartwatch,2025-02-13 23:08:09,,,,,,,,,,,,,,,
Would not recommend the Cosmetics @Sephora — Disappointed #NewLaunch,0,Canada,Cosmetics,2024-02-27 10:48:36,,,,,,,,,,,,,,,
Fantastic performance the TV @Samsung #NewLaunch,1,India,TV,2025-09-05 01:56:34,,,,,,,,,,,,,,,
Late delivery ruined the Shoes @Nike — Not what I expected #NewLaunch ☹️,0,India,Shoes,2025-04-07 07:10:50,,,,,,,,,,,,,,,
Just ordered my Smartwatch! Can't wait to try it 💻 @Flipkart,1,USA,Smartwatch,2025-09-01 00:51:24,,,,,,,,,,,,,,,
Fast delivery for the Bike @Hero ✨,1,India,Bike,2025-03-05 05:29:41,,,,,,,,,,,,,,,
Regret buying the Headphones @Sony — Quality is bad 😡,0,Canada,Headphones,2025-07-14 00:31:39,,,,,,,,,,,,,,,
Not worth the price the Headphones — Quality is bad #Shopping 👎,0,Canada,Headphones,2025-08-20 20:38:31,,,,,,,,,,,,,,,
Five stars for the Cosmetics @Sephora #Review ✨,1,Canada,Cosmetics,2024-06-28 09:07:52,,,,,,,,,,,,,,,
The Smartwatch doesn’t seem worth it #Deal @Sony,0,India,Smartwatch,2025-08-29 14:08:52,,,,,,,,,,,,,,,
So happy with the Phone #Unboxing 🔥,1,India,Phone,2024-12-12 05:45:04,,,,,,,,,,,,,,,
Absolutely love the Shoes @Adidas 👍,1,USA,Shoes,2025-04-21 01:46:10,,,,,,,,,,,,,,,
"Not buying the iPhone, it's overpriced 🙄 @Nike",0,UK,iPhone,2025-10-07 08:15:22,,,,,,,,,,,,,,,
Fantastic performance the Gaming Console @PlayStation #Deal 😊,1,USA,Gaming Console,2025-05-28 13:41:43,,,,,,,,,,,,,,,
Worth every penny the Watches #NewLaunch 😍,1,USA,Watches,2024-10-29 14:13:54,,,,,,,,,,,,,,,
Not worth the price the Camera @Canon — Quality is bad #NewLaunch 💀,0,USA,Camera,2025-10-18 09:38:57,,,,,,,,,,,,,,,
Terrible experience with the Jacket — Quality is bad #Unboxing 💀,0,India,Jacket,2024-12-31 14:12:17,,,,,,,,,,,,,,,
Finally saved up enough to get the Headphones! 📱 @Nike,1,USA,Headphones,2025-08-15 12:15:59,,,,,,,,,,,,,,,
Not satisfied with the Tablet @Samsung — Not what I expected #Unboxing 😡,0,UK,Tablet,2024-03-15 05:18:19,,,,,,,,,,,,,,,
Absolutely love the Backpack #Sale,1,India,Backpack,2025-01-06 00:58:40,,,,,,,,,,,,,,,
Not worth the price the Camera @Sony — Not what I expected #Shopping 👎,0,UK,Camera,2024-12-16 12:41:29,,,,,,,,,,,,,,,
Terrible experience with the Tablet @Samsung — Disappointed #NewLaunch 😞,0,India,Tablet,2025-01-08 19:52:07,,,,,,,,,,,,,,,
Fast delivery for the Phone @Google #NewLaunch ✨,1,UK,Phone,2024-09-03 04:10:40,,,,,,,,,,,,,,,
Highly recommend the Smartwatch @Apple #Deal 😊,1,India,Smartwatch,2025-04-30 19:15:55,,,,,,,,,,,,,,,
Thinking about buying the Headphones tomorrow #Fashion @Nike,1,India,Headphones,2025-05-01 23:06:15,,,,,,,,,,,,,,,
"Can't resist, the Laptop deal is too good 📱 @Flipkart",1,Canada,Laptop,2025-07-30 22:16:23,,,,,,,,,,,,,,,
Worth every penny the Refrigerator #NewLaunch,1,India,Refrigerator,2024-10-23 18:21:59,,,,,,,,,,,,,,,
Not worth the price the Tablet #Shopping 💀,0,Canada,Tablet,2024-05-26 17:52:29,,,,,,,,,,,,,,,
Highly recommend the Headphones @Bose #NewLaunch,1,India,Headphones,2024-10-19 10:53:32,,,,,,,,,,,,,,,
Very disappointed by the Backpack — Disappointed #Deal,0,India,Backpack,2024-09-16 11:45:30,,,,,,,,,,,,,,,
Fantastic performance the Headphones #Sale 😍,1,India,Headphones,2024-12-22 06:01:28,,,,,,,,,,,,,,,
"Can't resist, the Headphones deal is too good 😎 @Apple",1,India,Headphones,2025-07-30 10:03:20,,,,,,,,,,,,,,,
Very disappointed by the Backpack — Not what I expected #Shopping ☹️,0,USA,Backpack,2024-08-22 10:44:10,,,,,,,,,,,,,,,
Worth every penny the Phone #Shopping 🔥,1,Canada,Phone,2024-08-13 11:20:07,,,,,,,,,,,,,,,
Great value in the Phone @Google #Review 🔥,1,India,Phone,2024-10-25 00:52:19,,,,,,,,,,,,,,,
Waste of money the Headphones — Quality is bad #Unboxing ☹️,0,Australia,Headphones,2024-05-29 00:22:19,,,,,,,,,,,,,,,
Great value in the TV #Unboxing ✨,1,India,TV,2024-11-13 12:07:23,,,,,,,,,,,,,,,
Five stars for the Bike #Unboxing 😍,1,India,Bike,2024-06-13 17:56:20,,,,,,,,,,,,,,,
"Can't resist, the Shoes deal is too good 🛒 @BestBuy",1,UK,Shoes,2025-07-07 05:44:53,,,,,,,,,,,,,,,
"Not buying the Headphones, it's overpriced 😤 @Apple",0,India,Headphones,2025-05-06 06:42:07,,,,,,,,,,,,,,,
Worth every penny the Books #Unboxing 🔥,1,Canada,Books,2024-09-06 19:46:17,,,,,,,,,,,,,,,
Very disappointed by the Watches — Disappointed #Shopping 😞,0,India,Watches,2024-11-02 10:37:04,,,,,,,,,,,,,,,
Absolutely love the Gaming Console @PlayStation #NewLaunch 👍,1,Germany,Gaming Console,2024-10-16 14:04:35,,,,,,,,,,,,,,,
So happy with the Backpack @Herschel #Review,1,Australia,Backpack,2024-04-05 19:05:27,,,,,,,,,,,,,,,
Finally saved up enough to get the Headphones! 💻 @Apple,1,India,Headphones,2025-09-25 08:43:10,,,,,,,,,,,,,,,
Absolutely love the TV @LG #Deal 👍,1,Australia,TV,2024-02-16 22:46:05,,,,,,,,,,,,,,,
Not worth the price the Furniture @Ikea — Quality is bad #Review,0,Canada,Furniture,2025-08-23 09:52:56,,,,,,,,,,,,,,,
Fast delivery for the Headphones @Jabra #Sale 👍,1,Australia,Headphones,2025-07-16 11:49:13,,,,,,,,,,,,,,,
Great value in the Backpack @Wildcraft #NewLaunch ✨,1,India,Backpack,2024-04-22 00:41:57,,,,,,,,,,,,,,,
Waste of money the Printer — Not what I expected #Unboxing 😡,0,USA,Printer,2024-12-11 13:36:34,,,,,,,,,,,,,,,
Just ordered my Shoes! Can't wait to try it 💻 @Nike,1,India,Shoes,2025-05-21 06:26:37,,,,,,,,,,,,,,,
No plans to buy any Shoes right now #MustBuy @Sony,0,Canada,Shoes,2025-08-29 14:39:13,,,,,,,,,,,,,,,
Fast delivery for the Watches @Titan ✨,1,USA,Watches,2024-02-02 23:30:31,,,,,,,,,,,,,,,
Would not recommend the TV @Samsung #NewLaunch,0,Canada,TV,2024-12-19 06:50:49,,,,,,,,,,,,,,,
One star for the Bike @RoyalEnfield — Quality is bad #Review,0,Germany,Bike,2024-10-25 03:24:43,,,,,,,,,,,,,,,
Waste of money the Watches — Quality is bad #Sale ☹️,0,India,Watches,2024-03-21 10:39:58,,,,,,,,,,,,,,,
"I was going to get a Shoes, but changed my mind 😩 @Apple",0,Australia,Shoes,2025-08-04 03:48:59,,,,,,,,,,,,,,,
Finally saved up enough to get the Smartwatch! 🔥 @BestBuy,1,Australia,Smartwatch,2025-06-03 20:14:33,,,,,,,,,,,,,,,
So happy with the Phone @OnePlus ✨,1,Australia,Phone,2024-08-23 15:14:16,,,,,,,,,,,,,,,
Regret buying the Books #MustRead — Not what I expected #Deal,0,India,Books,2025-03-25 23:31:23,,,,,,,,,,,,,,,
So happy with the TV #Review 😊,1,Australia,TV,2024-12-30 20:49:19,,,,,,,,,,,,,,,
Poor quality the Furniture @Ikea #Unboxing,0,India,Furniture,2024-08-27 22:55:34,,,,,,,,,,,,,,,
Fast delivery for the Printer @HP #Review ✨,1,UK,Printer,2024-02-27 14:41:01,,,,,,,,,,,,,,,
Very disappointed by the Watches @Fossil — Quality is bad #Shopping,0,India,Watches,2024-03-05 00:23:32,,,,,,,,,,,,,,,
Finally saved up enough to get the Shoes! 💸 @BestBuy,1,Australia,Shoes,2025-04-26 05:50:42,,,,,,,,,,,,,,,
Terrible experience with the Phone — Disappointed #NewLaunch 💀,0,Germany,Phone,2025-07-29 07:36:06,,,,,,,,,,,,,,,
Fast delivery for the Printer #Shopping 😍,1,India,Printer,2024-10-22 19:56:14,,,,,,,,,,,,,,,
"Love how the new Headphones looks, definitely buying #Tech @BestBuy",1,USA,Headphones,2025-08-06 16:51:07,,,,,,,,,,,,,,,
Regret buying the Gaming Console — Quality is bad #Sale 😞,0,UK,Gaming Console,2024-08-31 01:17:21,,,,,,,,,,,,,,,
Not satisfied with the Cosmetics @Nykaa — Quality is bad #Sale,0,USA,Cosmetics,2024-07-16 14:41:10,,,,,,,,,,,,,,,
"Not buying the Headphones, it's overpriced 🙄 @Apple",0,UK,Headphones,2025-07-08 15:31:27,,,,,,,,,,,,,,,
Planning to get a Shoes this week #MustBuy @Amazon,1,India,Shoes,2025-05-12 13:17:46,,,,,,,,,,,,,,,
The iPhone doesn’t seem worth it #Fashion @Nike,0,Australia,iPhone,2025-09-13 03:35:00,,,,,,,,,,,,,,,
Fantastic performance the Tablet @Samsung #NewLaunch 🔥,1,India,Tablet,2024-02-04 15:43:11,,,,,,,,,,,,,,,
Just ordered my Shoes! Can't wait to try it 😍 @BestBuy,1,USA,Shoes,2025-05-31 20:30:27,,,,,,,,,,,,,,,
Fantastic performance the Refrigerator #Shopping ✨,1,USA,Refrigerator,2025-06-06 13:56:08,,,,,,,,,,,,,,,
"The new Shoes is disappointing, won't buy 😒 @Sony",0,UK,Shoes,2025-09-13 18:24:19,,,,,,,,,,,,,,,
Amazing quality the Bike @Hero ✨,1,India,Bike,2025-05-09 02:22:30,,,,,,,,,,,,,,,
Loved this the Phone #Review 👍,1,India,Phone,2025-02-19 02:32:50,,,,,,,,,,,,,,,
Poor quality the Cosmetics — Not what I expected #Shopping ☹️,0,Canada,Cosmetics,2024-06-13 05:05:58,,,,,,,,,,,,,,,
Fast delivery for the Gaming Console #Sale,1,India,Gaming Console,2024-06-05 00:50:38,,,,,,,,,,,,,,,
"The new Headphones is disappointing, won't buy 👎 @Nike",0,Canada,Headphones,2025-05-15 12:22:31,,,,,,,,,,,,,,,
Thinking about buying the Shoes tomorrow #Fashion @Nike,1,Australia,Shoes,2025-10-02 21:13:09,,,,,,,,,,,,,,,
Fast delivery for the Cosmetics #Review 😍,1,India,Cosmetics,2025-03-12 04:43:46,,,,,,,,,,,,,,,
Great value in the Bike @Hero #NewLaunch ✨,1,USA,Bike,2024-06-16 11:26:15,,,,,,,,,,,,,,,
Not worth the price the Laptop ☹️,0,India,Laptop,2025-09-26 05:45:35,,,,,,,,,,,,,,,
Terrible experience with the Backpack — Not what I expected,0,Canada,Backpack,2024-05-26 16:22:12,,,,,,,,,,,,,,,
Amazing quality the Jacket @NorthFace #Deal 👍,1,USA,Jacket,2025-05-12 12:48:52,,,,,,,,,,,,,,,
Not satisfied with the Smartwatch — Disappointed #NewLaunch 💀,0,USA,Smartwatch,2024-10-26 12:54:06,,,,,,,,,,,,,,,
Amazing quality the Printer @HP #Unboxing 😊,1,UK,Printer,2024-01-05 14:58:08,,,,,,,,,,,,,,,
Very disappointed by the Refrigerator — Quality is bad #Shopping 💀,0,India,Refrigerator,2024-05-08 15:59:52,,,,,,,,,,,,,,,
Fast delivery for the Headphones @Bose #NewLaunch,1,USA,Headphones,2025-09-16 09:52:39,,,,,,,,,,,,,,,
Waste of money the Camera @Canon #NewLaunch 😡,0,Australia,Camera,2025-03-13 01:42:20,,,,,,,,,,,,,,,
Not interested in purchasing the Smartwatch 😒 @Apple,0,Canada,Smartwatch,2025-05-13 09:13:44,,,,,,,,,,,,,,,
Amazing quality the Jacket #Shopping 😍,1,India,Jacket,2025-02-11 07:15:08,,,,,,,,,,,,,,,
So happy with the Smartwatch @Samsung #Unboxing 👍,1,Canada,Smartwatch,2025-01-21 17:30:39,,,,,,,,,,,,,,,
Not satisfied with the Furniture @Ikea — Not what I expected #Unboxing 👎,0,UK,Furniture,2025-08-28 05:43:23,,,,,,,,,,,,,,,
Five stars for the Bike #NewLaunch,1,USA,Bike,2025-03-31 19:14:20,,,,,,,,,,,,,,,
Fantastic performance the TV @LG #Sale 🔥,1,Canada,TV,2024-01-18 19:53:41,,,,,,,,,,,,,,,
Five stars for the Phone @Samsung #Review,1,USA,Phone,2024-08-04 03:53:54,,,,,,,,,,,,,,,
Not worth the price the Smartwatch @Samsung — Disappointed #Sale ☹️,0,India,Smartwatch,2024-01-14 08:51:53,,,,,,,,,,,,,,,
Highly recommend the TV @Sony #Sale,1,Canada,TV,2025-05-08 03:31:50,,,,,,,,,,,,,,,
Very disappointed by the TV @Sony — Not what I expected #Deal 😞,0,USA,TV,2025-10-05 05:05:28,,,,,,,,,,,,,,,
Absolutely love the Camera #NewLaunch 👍,1,Australia,Camera,2024-12-14 09:20:17,,,,,,,,,,,,,,,
"Love how the new Headphones looks, definitely buying #Fashion @Nike",1,UK,Headphones,2025-07-16 10:33:19,,,,,,,,,,,,,,,
Late delivery ruined the TV — Quality is bad 💀,0,UK,TV,2024-01-24 00:15:44,,,,,,,,,,,,,,,
Not satisfied with the Headphones — Disappointed #Review 😡,0,India,Headphones,2024-03-15 15:19:18,,,,,,,,,,,,,,,
Late delivery ruined the Books #MustRead #Deal 😡,0,India,Books,2025-08-24 15:30:40,,,,,,,,,,,,,,,
Regret buying the Printer @HP — Quality is bad #Unboxing 😡,0,USA,Printer,2024-08-26 12:43:34,,,,,,,,,,,,,,,
Great value in the TV #Sale 😊,1,India,TV,2024-02-17 12:55:26,,,,,,,,,,,,,,,
Amazing quality the Shoes #Shopping ✨,1,India,Shoes,2025-10-10 05:58:43,,,,,,,,,,,,,,,
Late delivery ruined the Books — Disappointed 😡,0,India,Books,2024-12-21 06:19:40,,,,,,,,,,,,,,,
The Smartwatch doesn’t seem worth it #MustBuy @Apple,0,UK,Smartwatch,2025-07-15 00:32:35,,,,,,,,,,,,,,,
Fast delivery for the Printer @HP #Deal,1,Australia,Printer,2024-03-19 00:15:26,,,,,,,,,,,,,,,
Absolutely love the Phone #Shopping 👍,1,USA,Phone,2024-11-07 03:22:57,,,,,,,,,,,,,,,
Planning to get a Smartwatch this week #MustBuy @Apple,1,India,Smartwatch,2025-09-21 20:35:21,,,,,,,,,,,,,,,
Five stars for the Books #BookTok #Deal 😊,1,USA,Books,2025-10-03 16:20:11,,,,,,,,,,,,,,,
Very disappointed by the Watches @Fossil — Quality is bad #Deal 😞,0,India,Watches,2025-07-06 16:55:01,,,,,,,,,,,,,,,
Planning to get a Laptop this week #Tech @Amazon,1,India,Laptop,2025-08-14 04:17:51,,,,,,,,,,,,,,,
Not satisfied with the Watches @Fossil — Quality is bad #Review 👎,0,India,Watches,2024-12-22 02:10:37,,,,,,,,,,,,,,,
Would not recommend the Cosmetics #Deal 👎,0,India,Cosmetics,2024-05-18 18:46:55,,,,,,,,,,,,,,,
Poor quality the Watches @Rolex — Disappointed #Sale 😡,0,Canada,Watches,2024-11-07 04:10:40,,,,,,,,,,,,,,,
One star for the Laptop @Apple #Review 😞,0,India,Laptop,2024-01-15 01:00:06,,,,,,,,,,,,,,,
Very disappointed by the Bike @RoyalEnfield — Quality is bad #NewLaunch,0,India,Bike,2024-10-11 21:32:01,,,,,,,,,,,,,,,
Fast delivery for the Watches #Shopping ✨,1,USA,Watches,2025-08-16 09:20:17,,,,,,,,,,,,,,,
Not worth the price the Refrigerator — Quality is bad #NewLaunch 😡,0,Canada,Refrigerator,2024-11-27 16:51:22,,,,,,,,,,,,,,,
Skipping the Shoes this time 🙄 @BestBuy,0,UK,Shoes,2025-07-07 17:08:08,,,,,,,,,,,,,,,
Highly recommend the Jacket #Sale 🔥,1,Australia,Jacket,2024-10-09 10:48:41,,,,,,,,,,,,,,,
Fast delivery for the Books #MustRead #Deal 🔥,1,Germany,Books,2025-02-19 21:56:02,,,,,,,,,,,,,,,
Poor quality the Headphones — Quality is bad #NewLaunch,0,UK,Headphones,2025-04-22 16:42:08,,,,,,,,,,,,,,,
Fast delivery for the Printer #Unboxing 😍,1,India,Printer,2025-06-04 18:12:23,,,,,,,,,,,,,,,
Loved this the Cosmetics @Nykaa #Unboxing,1,India,Cosmetics,2024-09-06 19:47:48,,,,,,,,,,,,,,,
Not interested in purchasing the Laptop 😒 @Flipkart,0,India,Laptop,2025-08-24 00:40:37,,,,,,,,,,,,,,,
Very disappointed by the Printer @HP — Disappointed #NewLaunch,0,Canada,Printer,2024-12-03 23:34:32,,,,,,,,,,,,,,,
Five stars for the Books #MustRead #Unboxing 😊,1,UK,Books,2024-08-23 04:58:55,,,,,,,,,,,,,,,
Poor quality the Laptop — Quality is bad #NewLaunch 😡,0,USA,Laptop,2025-07-21 11:44:29,,,,,,,,,,,,,,,
So happy with the Watches #Deal 😍,1,UK,Watches,2024-07-27 02:27:46,,,,,,,,,,,,,,,
Regret buying the Smartwatch @Apple #Deal 💀,0,India,Smartwatch,2024-05-17 21:07:13,,,,,,,,,,,,,,,
So happy with the Bike @Bajaj #NewLaunch ✨,1,India,Bike,2024-08-13 16:58:39,,,,,,,,,,,,,,,
Planning to get a iPhone this week #NewLaunch @Nike,1,USA,iPhone,2025-09-15 11:19:13,,,,,,,,,,,,,,,
So happy with the Printer @HP #Deal,1,Australia,Printer,2025-04-22 07:16:10,,,,,,,,,,,,,,,
Worth every penny the TV @Samsung #Shopping 😍,1,India,TV,2024-10-16 13:45:09,,,,,,,,,,,,,,,
Late delivery ruined the Phone @Apple 👎,0,USA,Phone,2025-06-05 04:47:23,,,,,,,,,,,,,,,
Absolutely love the Cosmetics @Nykaa #Unboxing 👍,1,UK,Cosmetics,2024-04-05 10:33:38,,,,,,,,,,,,,,,
Regret buying the Books #BookTok — Not what I expected #Sale 💀,0,India,Books,2024-08-12 01:38:05,,,,,,,,,,,,,,,
One star for the Tablet — Not what I expected #NewLaunch 👎,0,Canada,Tablet,2025-07-10 17:53:42,,,,,,,,,,,,,,,
Amazing quality the Watches @Rolex #Deal,1,UK,Watches,2025-04-06 19:09:46,,,,,,,,,,,,,,,
Worth every penny the Laptop @Apple #NewLaunch 😍,1,India,Laptop,2024-09-30 14:31:07,,,,,,,,,,,,,,,
Very disappointed by the Phone @Google — Not what I expected 😞,0,USA,Phone,2025-10-12 06:00:39,,,,,,,,,,,,,,,
Worth every penny the Backpack @Herschel #Sale 🔥,1,India,Backpack,2024-10-12 18:56:58,,,,,,,,,,,,,,,
Five stars for the Bike #Deal 😊,1,India,Bike,2024-04-15 17:27:30,,,,,,,,,,,,,,,
So happy with the Watches @Rolex,1,Australia,Watches,2025-01-18 23:49:16,,,,,,,,,,,,,,,
Late delivery ruined the Headphones @Jabra #Deal 😡,0,USA,Headphones,2025-05-03 22:12:36,,,,,,,,,,,,,,,
Worth every penny the Cosmetics @Nykaa #NewLaunch ✨,1,India,Cosmetics,2025-02-17 18:18:42,,,,,,,,,,,,,,,
Fantastic performance the Backpack @Herschel #Review 😊,1,Germany,Backpack,2024-11-20 02:55:45,,,,,,,,,,,,,,,
Terrible experience with the Jacket @NorthFace — Not what I expected #NewLaunch 😡,0,India,Jacket,2024-05-31 13:27:31,,,,,,,,,,,,,,,
Terrible experience with the Backpack — Disappointed #NewLaunch 👎,0,Australia,Backpack,2024-06-11 18:56:34,,,,,,,,,,,,,,,
"Can't resist, the Smartwatch deal is too good 📱 @Nike",1,UK,Smartwatch,2025-09-24 19:29:59,,,,,,,,,,,,,,,
Amazing quality the Watches @Rolex #Review 😊,1,India,Watches,2024-06-21 03:53:42,,,,,,,,,,,,,,,
So happy with the TV @Samsung 🔥,1,India,TV,2024-07-17 11:13:43,,,,,,,,,,,,,,,
Absolutely love the Bike @RoyalEnfield #Deal 🔥,1,India,Bike,2025-05-12 02:26:20,,,,,,,,,,,,,,,
So happy with the Jacket @NorthFace #Deal 😍,1,Australia,Jacket,2025-04-01 07:13:54,,,,,,,,,,,,,,,
Amazing quality the Camera #NewLaunch 😍,1,Australia,Camera,2025-06-17 23:36:32,,,,,,,,,,,,,,,
Great value in the Cosmetics 👍,1,India,Cosmetics,2025-08-04 09:43:55,,,,,,,,,,,,,,,
Highly recommend the Books #Sale 😍,1,Australia,Books,2024-05-30 08:00:59,,,,,,,,,,,,,,,
Very disappointed by the Jacket @Zara #NewLaunch 😞,0,India,Jacket,2025-09-06 13:06:21,,,,,,,,,,,,,,,
Would not recommend the Gaming Console @Nintendo — Disappointed #Unboxing,0,India,Gaming Console,2025-03-07 17:48:26,,,,,,,,,,,,,,,
Highly recommend the Shoes @Puma #Unboxing ✨,1,Australia,Shoes,2024-08-13 03:24:55,,,,,,,,,,,,,,,
Thinking about buying the Shoes tomorrow #Fashion @Amazon,1,Australia,Shoes,2025-05-01 19:09:28,,,,,,,,,,,,,,,
Terrible experience with the Jacket @Zara — Not what I expected #Unboxing,0,USA,Jacket,2024-04-27 18:14:16,,,,,,,,,,,,,,,
Late delivery ruined the Jacket #Sale ☹️,0,Germany,Jacket,2025-01-21 12:53:16,,,,,,,,,,,,,,,
Very disappointed by the Camera @Canon #Review 😞,0,India,Camera,2024-04-18 22:49:16,,,,,,,,,,,,,,,
Five stars for the Bike @Hero #NewLaunch,1,Australia,Bike,2024-10-12 07:50:34,,,,,,,,,,,,,,,
Would not recommend the Jacket #NewLaunch 💀,0,UK,Jacket,2024-05-13 02:39:51,,,,,,,,,,,,,,,
Absolutely love the Printer @HP #Unboxing 👍,1,Australia,Printer,2025-07-08 18:58:46,,,,,,,,,,,,,,,
That Shoes looks amazing — I’m getting one #Fashion @Amazon,1,Australia,Shoes,2025-05-14 17:07:30,,,,,,,,,,,,,,,
So happy with the Books #BookTok 😊,1,USA,Books,2025-03-28 14:03:32,,,,,,,,,,,,,,,
"Can't resist, the Laptop deal is too good 😎 @Apple",1,UK,Laptop,2025-05-13 14:48:46,,,,,,,,,,,,,,,
Finally saved up enough to get the Headphones! 🔥 @Sony,1,USA,Headphones,2025-08-20 14:24:04,,,,,,,,,,,,,,,
Very disappointed by the Refrigerator — Quality is bad #NewLaunch,0,India,Refrigerator,2024-03-12 18:41:08,,,,,,,,,,,,,,,
Not worth the price the Cosmetics @Nykaa — Not what I expected #Shopping 😡,0,India,Cosmetics,2024-01-21 16:42:23,,,,,,,,,,,,,,,
Too expensive for a Laptop. I'll pass #Deal @BestBuy,0,UK,Laptop,2025-05-05 23:44:45,,,,,,,,,,,,,,,
Skipping the Headphones this time 😒 @Sony,0,Australia,Headphones,2025-05-24 19:34:45,,,,,,,,,,,,,,,
"Not buying the Shoes, it's overpriced 😒 @Sony",0,Australia,Shoes,2025-07-18 02:27:39,,,,,,,,,,,,,,,
"I was going to get a Smartwatch, but changed my mind 🙄 @Flipkart",0,UK,Smartwatch,2025-08-05 11:58:33,,,,,,,,,,,,,,,
Terrible experience with the TV @Samsung — Disappointed #Review 😡,0,India,TV,2025-05-27 01:57:03,,,,,,,,,,,,,,,
Not satisfied with the Furniture — Not what I expected #Review ☹️,0,India,Furniture,2025-10-25 15:49:51,,,,,,,,,,,,,,,
Regret buying the Shoes #Deal,0,Germany,Shoes,2024-12-05 04:53:51,,,,,,,,,,,,,,,
Absolutely love the Printer #NewLaunch 😊,1,India,Printer,2025-05-04 12:06:04,,,,,,,,,,,,,,,
"The new iPhone is disappointing, won't buy 😐 @Sony",0,USA,iPhone,2025-09-03 20:46:48,,,,,,,,,,,,,,,
